CompoundID,Tags,Name,Formula,Superclass,Class,Subclass,KEGG ID
FT_361.30989_19.051_RPPOS,Potential ID (Low Confidence),tetracosatetraenoic acid n-6,C24H40O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_361.30993_18.859_RPPOS,Potential ID (Low Confidence),tetracosatetraenoic acid n-6,C24H40O2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_349.12942_1.119_HNEG,Potential ID (Low Confidence),Tetrahydroaltersolanol F,C18 H22 O7,Benzenoids,Anthracenes,,
FT_105.03675_1.188_RPPOS,Potential ID (Low Confidence),tetrahydrothiophene1-oxide,C4H8OS,,,,
FT_271.08101_1.468_RPPOS,Potential ID (Low Confidence),"Threo-L-3-[(2,4-dihydroxy-6-methylbenzoyl)oxy]-2-hydroxybutanoic acid",C12H14O7,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,
FT_277.07057_14.137_RPPOS,Potential ID (Low Confidence),Thysanone,C14H12O6,Phenylpropanoids and polyketides,Isochromanequinones,Benzoisochromanequinones,
FT_179.05625_7.721_RPPOS,Potential ID (Low Confidence),Tirapazamine,C7H6N4O2,Organoheterocyclic compounds,Triazines,Aminotriazines,
FT_339.0499_14.063_RPPOS,Potential ID (Low Confidence),Topopyrone D,C18H10O7,Benzenoids,Anthracenes,Anthraquinones,
FT_291.14366_13.974_RPPOS,Potential ID (Low Confidence),Trimethoprim,C14H18N4O3,Benzenoids,Phenol ethers,Anisoles,
FT_537.30703_1.121_HNEG,Potential ID (Low Confidence),Turkesterone 22-acetate,C29 H46 O9,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",
FT_360.28956_12.771_RPPOS,Potential ID (Low Confidence),Type IV cyanolipid 18:2 ester,C23H37NO2,Lipids and lipid-like molecules,Fatty Acyls,Fatty acid esters,
FT_529.11284_15.11_RPPOS,Potential ID (Low Confidence),Ustilaginoidin P,C29H20O10,Organoheterocyclic compounds,Naphthopyrans,,
FT_330.16587_7.334_RPPOS,Potential ID (Low Confidence),Valclavam,C14H23N3O6,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_290.17085_6.33_RPPOS,Potential ID (Low Confidence),Vazabitide B,C12H23N3O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_290.17085_6.733_RPPOS,Potential ID (Low Confidence),Vazabitide B,C12H23N3O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_290.17086_6.986_RPPOS,Potential ID (Low Confidence),Vazabitide B,C12H23N3O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_290.17087_6.143_RPPOS,Potential ID (Low Confidence),Vazabitide B,C12H23N3O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_290.17087_7.143_RPPOS,Potential ID (Low Confidence),Vazabitide B,C12H23N3O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_290.17088_6.633_RPPOS,Potential ID (Low Confidence),Vazabitide B,C12H23N3O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_290.17089_8.18_RPPOS,Potential ID (Low Confidence),Vazabitide B,C12H23N3O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_290.1709_7.401_RPPOS,Potential ID (Low Confidence),Vazabitide B,C12H23N3O5,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_345.10797_16.012_RPPOS,Potential ID (Low Confidence),Venezueline C,C17H16N2O6,Organoheterocyclic compounds,Benzoxazines,Phenoxazines,
FT_405.32086_18.009_RPPOS,Potential ID (Low Confidence),Ventosic acid,C22H44O6,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,
FT_473.32589_16.732_RPPOS,Potential ID (Low Confidence),Verrucorosterone,C29H44O5,,,,
FT_335.1753_16.365_RPPOS,Potential ID (Low Confidence),Vinorine,C21H22N2O2,Alkaloids and derivatives,Ajmaline-sarpagine alkaloids,,
FT_479.26338_20.195_RPPOS,Potential ID (Low Confidence),Virescenoside U,C26H38O8,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides,
FT_268.13895_7.122_RPPOS,Potential ID (Low Confidence),Voglibose,C10H21NO7,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,
FT_263.14016_7.489_HNEG,Potential ID (Low Confidence),Vorinostat,C14 H20 N2 O3,Benzenoids,Benzene and substituted derivatives,,
FT_519.29653_1.674_HNEG,Potential ID (Low Confidence),WJ2510000,C29 H44 O8,,,,
FT_153.04061_3.951_RPPOS,Potential ID (Low Confidence),Xanthine,C5H4N4O2,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,
FT_371.14865_16.588_RPPOS,Potential ID (Low Confidence),Xanthoangelol E,C21H22O6,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,
FT_371.14867_16.486_RPPOS,Potential ID (Low Confidence),Xanthoangelol E,C21H22O6,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,
FT_371.14867_18.205_RPPOS,Potential ID (Low Confidence),Xanthoangelol E,C21H22O6,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,
FT_371.14873_13.904_RPPOS,Potential ID (Low Confidence),Xanthoangelol E,C21H22O6,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,
FT_371.14873_17.155_RPPOS,Potential ID (Low Confidence),Xanthoangelol E,C21H22O6,Phenylpropanoids and polyketides,"Linear 1,3-diarylpropanoids",Chalcones and dihydrochalcones,
FT_199.10758_7.102_RPPOS,Potential ID (Low Confidence),Xestostreptin,C9H14N2O3,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",
FT_449.29112_1.67_HNEG,Potential ID (Low Confidence),Xylarenone G,C26 H42 O6,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,
FT_317.13957_1.132_HNEG,Potential ID (Low Confidence),Zearalenone,C18 H22 O5,Phenylpropanoids and polyketides,Macrolides and analogues,Zearalenones,
FT_130.01667_0.926_RPPOS,Potential ID (Low Confidence),,C3H4N3OP,NA,NA,NA,
FT_130.01728_2.691_HNEG,Potential ID (Low Confidence),,C3 H6 N3 O P,NA,NA,NA,
FT_174.02414_2.686_HNEG,Potential ID (Low Confidence),,C6 H11 N O P2,NA,NA,NA,
FT_176.01984_2.712_HNEG,Potential ID (Low Confidence),,C5 H7 N O6,NA,NA,NA,
FT_185.00671_3.498_HNEG,Potential ID (Low Confidence),,C3 H10 N2 O3 S2,NA,NA,NA,
FT_190.92849_1.731_HNEG,Potential ID (Low Confidence),,C8 H2 P2 S,NA,NA,NA,
FT_195.9533_2.224_HNEG,Potential ID (Low Confidence),,C7 H3 N O2 S2,NA,NA,NA,
FT_197.00915_2.768_HNEG,Potential ID (Low Confidence),,C9 H10 O S2,NA,NA,NA,
FT_198.00438_1.522_HNEG,Potential ID (Low Confidence),,C7 H5 N O6,NA,NA,NA,
FT_202.04051_2.878_HNEG,Potential ID (Low Confidence),,C5 H9 N5 O2 S,NA,NA,NA,
FT_202.97528_1.425_HNEG,Potential ID (Low Confidence),,C7 H5 Cl O5,NA,NA,NA,
FT_204.96524_2.222_HNEG,Potential ID (Low Confidence),,C4 H3 N2 O6 P,NA,NA,NA,
FT_205.96044_11.641_HNEG,Potential ID (Low Confidence),,C6 H N5 S2,NA,NA,NA,
FT_206.01738_2.684_HNEG,Potential ID (Low Confidence),,C5 H12 N3 P3,NA,NA,NA,
FT_206.9583_11.643_HNEG,Potential ID (Low Confidence),,C9 H6 P2 S,NA,NA,NA,
FT_208.07747_1.676_HNEG,Potential ID (Low Confidence),,C6 H17 N3 O P2,NA,NA,NA,
FT_212.89184_1.12_HNEG,Potential ID (Low Confidence),,C5 H Cl3 O3,NA,NA,NA,
FT_220.02673_2.689_HNEG,Potential ID (Low Confidence),,C3 H9 N7 O P2,NA,NA,NA,
FT_220.97397_10.838_HNEG,Potential ID (Low Confidence),,C2 H2 N6 O5 S,NA,NA,NA,
FT_220.97778_1.246_HNEG,Potential ID (Low Confidence),,C8 H8 Cl2 O3,NA,NA,NA,
FT_221.08531_1.672_HNEG,Potential ID (Low Confidence),,C9 H18 O4 S,NA,NA,NA,
FT_223.02835_1.23_HNEG,Potential ID (Low Confidence),,C8 H16 O S3,NA,NA,NA,
FT_226.94012_10.525_HNEG,Potential ID (Low Confidence),,C H3 Cl N6 O2 P2,NA,NA,NA,
FT_229.01423_1.173_HNEG,Potential ID (Low Confidence),,C12 H6 O5,NA,NA,NA,
FT_233.95535_12.931_HNEG,Potential ID (Low Confidence),,C7 H7 Cl N O2 P S,NA,NA,NA,
FT_234.95709_1.49_HNEG,Potential ID (Low Confidence),,C8 H6 Cl2 O4,NA,NA,NA,
FT_235.10097_1.266_HNEG,Potential ID (Low Confidence),,C10 H20 O4 S,NA,NA,NA,
FT_236.93633_1.243_HNEG,Potential ID (Low Confidence),,C7 H4 Cl2 O5,NA,NA,NA,
FT_237.0041_1.297_HNEG,Potential ID (Low Confidence),,C10 H6 O7,NA,NA,NA,
FT_237.85512_1.396_HNEG,Potential ID (Low Confidence),,C H4 Cl N O P2 S3,NA,NA,NA,
FT_246.00559_11.464_HNEG,Potential ID (Low Confidence),,C6 H2 N9 O P,NA,NA,NA,
FT_246.02607_2.693_HNEG,Potential ID (Low Confidence),,C3 H6 N9 O3 P,NA,NA,NA,
FT_262.03809_2.685_HNEG,Potential ID (Low Confidence),,C5 H11 N7 O2 P2,NA,NA,NA,
FT_262.97532_1.099_HNEG,Potential ID (Low Confidence),,C13 H9 Cl S2,NA,NA,NA,
FT_278.98137_11.848_HNEG,Potential ID (Low Confidence),,C4 H6 N6 O5 P2,NA,NA,NA,
FT_279.01333_10.524_HNEG,Potential ID (Low Confidence),,C8 H13 Cl N4 O S2,NA,NA,NA,
FT_290.0545_2.868_HNEG,Potential ID (Low Confidence),,C11 H18 Cl N3 S2,NA,NA,NA,
FT_296.88229_7.746_HNEG,Potential ID (Low Confidence),,C2 H6 Cl N2 O5 P3 S,NA,NA,NA,
FT_310.0359_1.187_HNEG,Potential ID (Low Confidence),,C17 H5 N5 O2,NA,NA,NA,
FT_312.09511_3.892_HNEG,Potential ID (Low Confidence),,C11 H25 N O3 P2 S,NA,NA,NA,
FT_319.01947_11.784_HNEG,Potential ID (Low Confidence),,C9 H21 Cl N2 S4,NA,NA,NA,
FT_321.21084_1.185_HNEG,Potential ID (Low Confidence),,C17 H30 N4 S,NA,NA,NA,
FT_330.92444_11.516_HNEG,Potential ID (Low Confidence),,C4 H10 N6 P2 S4,NA,NA,NA,
FT_347.09263_1.326_HNEG,Potential ID (Low Confidence),,C16 H13 N8 P,NA,NA,NA,
FT_347.24409_1.613_HNEG,Potential ID (Low Confidence),,C15 H28 N10,NA,NA,NA,
FT_347.24409_1.672_HNEG,Potential ID (Low Confidence),,C15 H28 N10,NA,NA,NA,
FT_353.89132_11.645_HNEG,Potential ID (Low Confidence),,C3 H3 N O15 P2,NA,NA,NA,
FT_354.88914_11.642_HNEG,Potential ID (Low Confidence),,C4 H10 N2 O5 P2 S4,NA,NA,NA,
FT_368.95763_1.421_HNEG,Potential ID (Low Confidence),,C15 H8 Cl2 O7,NA,NA,NA,
FT_371.09855_8.641_HNEG,Potential ID (Low Confidence),,C16 H20 O10,NA,NA,NA,
FT_377.05161_1.09_HNEG,Potential ID (Low Confidence),,C11 H23 O8 P S2,NA,NA,NA,
FT_380.84378_7.746_HNEG,Potential ID (Low Confidence),,C6 H3 Cl O11 S3,NA,NA,NA,
FT_381.89998_11.793_HNEG,Potential ID (Low Confidence),,C12 H6 N3 O2 P S4,NA,NA,NA,
FT_383.90194_10.528_HNEG,Potential ID (Low Confidence),,C3 H9 Cl N7 O3 P S4,NA,NA,NA,
FT_391.08261_1.278_HNEG,Potential ID (Low Confidence),,C23 H12 N4 O3,NA,NA,NA,
FT_391.17646_1.676_HNEG,Potential ID (Low Confidence),,C22 H34 P2 S,NA,NA,NA,
FT_395.90201_12.119_HNEG,Potential ID (Low Confidence),,C5 H5 N O16 P2,NA,NA,NA,
FT_404.10464_12.281_HNEG,Potential ID (Low Confidence),,C12 H23 N O14,NA,NA,NA,
FT_411.20613_1.671_HNEG,Potential ID (Low Confidence),,C18 H36 O8 S,NA,NA,NA,
FT_415.2889_1.066_HNEG,Potential ID (Low Confidence),,C23 H44 O4 S,NA,NA,NA,
FT_417.28607_1.653_HNEG,Potential ID (Low Confidence),,C23 H48 P2 S,NA,NA,NA,
FT_417.30455_1.134_HNEG,Potential ID (Low Confidence),,C23 H46 O4 S,NA,NA,NA,
FT_421.23635_1.679_HNEG,Potential ID (Low Confidence),,C17 H31 N10 O P,NA,NA,NA,
FT_428.20802_1.118_HNEG,Potential ID (Low Confidence),,C20 H37 N3 O P2 S,NA,NA,NA,
FT_428.91214_9.503_HNEG,Potential ID (Low Confidence),,C13 H3 O15 P,NA,NA,NA,
FT_429.90985_11.857_HNEG,Potential ID (Low Confidence),,C9 H13 Cl N5 O P3 S3,NA,NA,NA,
FT_431.32004_1.129_HNEG,Potential ID (Low Confidence),,C24 H48 O4 S,NA,NA,NA,
FT_445.11108_0.994_HNEG,Potential ID (Low Confidence),,C22 H29 Cl3 O3,NA,NA,NA,
FT_445.1717_6.603_HNEG,Potential ID (Low Confidence),,C20 H30 O11,NA,NA,NA,
FT_445.22338_1.676_HNEG,Potential ID (Low Confidence),,C12 H35 N10 O4 P S,NA,NA,NA,
FT_447.15098_4.578_HNEG,Potential ID (Low Confidence),,C20 H24 N4 O8,NA,NA,NA,
FT_447.88599_1.041_HNEG,Potential ID (Low Confidence),,C15 H8 Cl3 N O5 P2,NA,NA,NA,
FT_449.2547_1.677_HNEG,Potential ID (Low Confidence),,C26 H34 N4 O3,NA,NA,NA,
FT_451.10859_1.104_HNEG,Potential ID (Low Confidence),,C23 H26 Cl2 O5,NA,NA,NA,
FT_451.30668_1.658_HNEG,Potential ID (Low Confidence),,C23 H36 N10,NA,NA,NA,
FT_451.94175_12.114_HNEG,Potential ID (Low Confidence),,C8 H18 N5 O3 P3 S4,NA,NA,NA,
FT_452.92277_8.917_HNEG,Potential ID (Low Confidence),,C8 H4 N6 O13 P2,NA,NA,NA,
FT_455.1018_12.283_HNEG,Potential ID (Low Confidence),,C11 H27 N10 P3 S2,NA,NA,NA,
FT_459.04475_11.2_HNEG,Potential ID (Low Confidence),,C12 H18 N10 O2 P2 S2,NA,NA,NA,
FT_459.04477_12.281_HNEG,Potential ID (Low Confidence),,C18 H20 O10 S2,NA,NA,NA,
FT_463.26553_1.026_HNEG,Potential ID (Low Confidence),,C24 H45 Cl O4 S,NA,NA,NA,
FT_465.32232_1.615_HNEG,Potential ID (Low Confidence),,C21 H47 N4 O5 P,NA,NA,NA,
FT_471.92027_12.602_HNEG,Potential ID (Low Confidence),,C5 H13 Cl N O18 P S,NA,NA,NA,
FT_477.36191_1.167_HNEG,Potential ID (Low Confidence),,C26 H54 O5 S,NA,NA,NA,
FT_477.39496_1.179_HNEG,Potential ID (Low Confidence),,C30 H54 O4,NA,NA,NA,
FT_481.09293_1.659_HNEG,Potential ID (Low Confidence),,C28 H18 O8,NA,NA,NA,
FT_481.12944_1.496_HNEG,Potential ID (Low Confidence),,C26 H14 N10 O,NA,NA,NA,
FT_481.276_1.068_HNEG,Potential ID (Low Confidence),,C20 H45 Cl N6 O P2,NA,NA,NA,
FT_487.2058_1.067_HNEG,Potential ID (Low Confidence),,C22 H44 Cl2 O3 P2,NA,NA,NA,
FT_487.23394_1.675_HNEG,Potential ID (Low Confidence),,C20 H41 O11 P,NA,NA,NA,
FT_491.30166_1.672_HNEG,Potential ID (Low Confidence),,C32 H44 O2 S,NA,NA,NA,
FT_491.32008_1.185_HNEG,Potential ID (Low Confidence),,C22 H50 N6 P2 S,NA,NA,NA,
FT_493.16567_1.106_HNEG,Potential ID (Low Confidence),,C31 H26 O6,NA,NA,NA,
FT_493.27612_1.033_HNEG,Potential ID (Low Confidence),,C26 H51 Cl S3,NA,NA,NA,
FT_493.31726_1.673_HNEG,Potential ID (Low Confidence),,C22 H47 N4 O6 P,NA,NA,NA,
FT_499.20563_1.033_HNEG,Potential ID (Low Confidence),,C27 H34 Cl2 N4 O,NA,NA,NA,
FT_503.12833_13.374_HNEG,Potential ID (Low Confidence),,C18 H24 N4 O13,NA,NA,NA,
FT_505.31732_1.668_HNEG,Potential ID (Low Confidence),,C22 H48 N6 O3 P2,NA,NA,NA,
FT_507.29649_1.674_HNEG,Potential ID (Low Confidence),,C32 H46 O P2,NA,NA,NA,
FT_507.31492_1.207_HNEG,Potential ID (Low Confidence),,C30 H44 N4 O S,NA,NA,NA,
FT_507.3174_1.293_HNEG,Potential ID (Low Confidence),,C19 H44 N10 O4 S,NA,NA,NA,
FT_511.02137_11.206_HNEG,Potential ID (Low Confidence),,C7 H24 Cl2 N8 O8 P2 S,NA,NA,NA,
FT_511.20563_1.041_HNEG,Potential ID (Low Confidence),,C24 H38 Cl N4 O2 P S,NA,NA,NA,
FT_511.32282_1.109_HNEG,Potential ID (Low Confidence),,C26 H53 Cl O5 S,NA,NA,NA,
FT_519.26008_1.672_HNEG,Potential ID (Low Confidence),,C32 H42 O2 P2,NA,NA,NA,
FT_519.33291_1.658_HNEG,Potential ID (Low Confidence),,C23 H48 N6 O5 S,NA,NA,NA,
FT_521.12171_1.651_HNEG,Potential ID (Low Confidence),,C35 H24 O P2,NA,NA,NA,
FT_521.19694_1.302_HNEG,Potential ID (Low Confidence),,C23 H41 O7 P3,NA,NA,NA,
FT_521.30722_1.022_HNEG,Potential ID (Low Confidence),,C28 H47 Cl N4 O S,NA,NA,NA,
FT_521.31204_1.166_HNEG,Potential ID (Low Confidence),,C26 H46 N6 O S2,NA,NA,NA,
FT_523.2865_1.078_HNEG,Potential ID (Low Confidence),,C23 H41 Cl N10 S,NA,NA,NA,
FT_523.31257_1.671_HNEG,Potential ID (Low Confidence),,C19 H44 N10 O5 S,NA,NA,NA,
FT_528.7742_7.735_HNEG,Potential ID (Low Confidence),,C4 H N6 O11 P3 S4,NA,NA,NA,
FT_529.35356_1.682_HNEG,Potential ID (Low Confidence),,C29 H42 N10,NA,NA,NA,
FT_531.29646_1.671_HNEG,Potential ID (Low Confidence),,C17 H45 N10 O5 P S,NA,NA,NA,
FT_533.4244_1.132_HNEG,Potential ID (Low Confidence),,C23 H54 N10 O4,NA,NA,NA,
FT_534.26253_1.114_HNEG,Potential ID (Low Confidence),,C16 H44 N9 O5 P3,NA,NA,NA,
FT_535.29166_1.675_HNEG,Potential ID (Low Confidence),,C34 H40 N4 S,NA,NA,NA,
FT_535.32292_1.019_HNEG,Potential ID (Low Confidence),,C28 H53 Cl O5 S,NA,NA,NA,
FT_537.17666_1.313_HNEG,Potential ID (Low Confidence),,C30 H26 N4 O6,NA,NA,NA,
FT_541.4836_1.145_HNEG,Potential ID (Low Confidence),,C29 H62 N6 O3,NA,NA,NA,
FT_545.284_1.064_HNEG,Potential ID (Low Confidence),,C28 H49 Cl2 N2 O2 P,NA,NA,NA,
FT_547.18238_1.04_HNEG,Potential ID (Low Confidence),,C24 H43 Cl3 O5 S,NA,NA,NA,
FT_547.29145_1.676_HNEG,Potential ID (Low Confidence),,C17 H47 N10 O4 P3,NA,NA,NA,
FT_547.32766_1.279_HNEG,Potential ID (Low Confidence),,C35 H50 O P2,NA,NA,NA,
FT_547.44006_1.248_HNEG,Potential ID (Low Confidence),,C35 H56 N4 O,NA,NA,NA,
FT_557.44219_1.205_HNEG,Potential ID (Low Confidence),,C33 H68 P2 S,NA,NA,NA,
FT_559.08125_14.178_HNEG,Potential ID (Low Confidence),,C16 H29 Cl2 N8 O4 P3,NA,NA,NA,
FT_563.35408_1.017_HNEG,Potential ID (Low Confidence),,C26 H55 Cl N6 O P2,NA,NA,NA,
FT_563.38007_1.234_HNEG,Potential ID (Low Confidence),,C28 H53 N8 P S,NA,NA,NA,
FT_565.33334_1.069_HNEG,Potential ID (Low Confidence),,C26 H47 Cl N10 S,NA,NA,NA,
FT_565.36983_1.042_HNEG,Potential ID (Low Confidence),,C26 H57 Cl N6 O P2,NA,NA,NA,
FT_565.44721_1.116_HNEG,Potential ID (Low Confidence),,C27 H62 N6 O4 S,NA,NA,NA,
FT_569.31888_1.531_HNEG,Potential ID (Low Confidence),,C25 H57 N4 P3 S2,NA,NA,NA,
FT_570.51025_1.093_HNEG,Potential ID (Low Confidence),,C35 H65 N5 O,NA,NA,NA,
FT_573.48467_1.096_HNEG,Potential ID (Low Confidence),,C28 H62 N8 O4,NA,NA,NA,
FT_585.17455_1.03_HNEG,Potential ID (Low Confidence),,C28 H38 Cl4 N4 O,NA,NA,NA,
FT_587.13476_1.574_HNEG,Potential ID (Low Confidence),,C24 H30 N8 O2 P2 S2,NA,NA,NA,
FT_591.46291_1.118_HNEG,Potential ID (Low Confidence),,C36 H64 O6,NA,NA,NA,
FT_596.52588_1.091_HNEG,Potential ID (Low Confidence),,C32 H67 N7 O3,NA,NA,NA,
FT_599.00709_1.117_HNEG,Potential ID (Low Confidence),,C23 H32 Cl2 O2 P2 S4,NA,NA,NA,
FT_599.43441_1.121_HNEG,Potential ID (Low Confidence),,C24 H63 N10 O P3,NA,NA,NA,
FT_599.45276_1.205_HNEG,Potential ID (Low Confidence),,C31 H64 N6 O S2,NA,NA,NA,
FT_600.85315_8.917_HNEG,Potential ID (Low Confidence),,C4 H10 Cl N8 O15 P3 S2,NA,NA,NA,
FT_605.25439_1.274_HNEG,Potential ID (Low Confidence),,C27 H38 N6 O10,NA,NA,NA,
FT_605.48189_1.333_HNEG,Potential ID (Low Confidence),,C38 H70 O S2,NA,NA,NA,
FT_606.07402_15.021_HNEG,Potential ID (Low Confidence),,C26 H25 N O12 S2,NA,NA,NA,
FT_607.27007_1.369_HNEG,Potential ID (Low Confidence),,C39 H36 N4 O3,NA,NA,NA,
FT_607.27612_1.044_HNEG,Potential ID (Low Confidence),,C30 H54 Cl2 N2 S3,NA,NA,NA,
FT_609.45195_1.108_HNEG,Potential ID (Low Confidence),,C32 H62 N6 O3 S,NA,NA,NA,
FT_611.24562_1.156_HNEG,Potential ID (Low Confidence),,C23 H49 Cl N2 O10 S2,NA,NA,NA,
FT_611.43483_0.978_HNEG,Potential ID (Low Confidence),,C29 H67 N4 O3 P3,NA,NA,NA,
FT_611.48894_1.161_HNEG,Potential ID (Low Confidence),,C33 H60 N10 O,NA,NA,NA,
FT_614.48215_1.293_HNEG,Potential ID (Low Confidence),,C30 H66 N9 P S,NA,NA,NA,
FT_621.09696_13.121_HNEG,Potential ID (Low Confidence),,C24 H22 N4 O16,NA,NA,NA,
FT_621.09706_14.172_HNEG,Potential ID (Low Confidence),,C22 H27 N2 O17 P,NA,NA,NA,
FT_623.12905_1.015_HNEG,Potential ID (Low Confidence),,C22 H44 Cl N2 O4 P3 S3,NA,NA,NA,
FT_626.48207_1.277_HNEG,Potential ID (Low Confidence),,C36 H71 N O3 P2,NA,NA,NA,
FT_628.4613_1.226_HNEG,Potential ID (Low Confidence),,C30 H64 N9 O P S,NA,NA,NA,
FT_629.17522_1.086_HNEG,Potential ID (Low Confidence),,C24 H43 Cl2 N4 O5 P3,NA,NA,NA,
FT_629.47837_1.146_HNEG,Potential ID (Low Confidence),,C43 H66 O S,NA,NA,NA,
FT_636.96132_1.082_HNEG,Potential ID (Low Confidence),,C25 H18 O12 S4,NA,NA,NA,
FT_637.21516_1.093_HNEG,Potential ID (Low Confidence),,C28 H41 Cl2 N8 O P S,NA,NA,NA,
FT_637.26119_1.089_HNEG,Potential ID (Low Confidence),,C22 H53 Cl N8 O P2 S3,NA,NA,NA,
FT_638.23572_1.082_HNEG,Potential ID (Low Confidence),,C26 H53 Cl2 N O6 P2 S,NA,NA,NA,
FT_641.1067_1.065_HNEG,Potential ID (Low Confidence),,C20 H35 N8 O4 P S5,NA,NA,NA,
FT_641.17539_1.086_HNEG,Potential ID (Low Confidence),,C27 H40 Cl2 O13,NA,NA,NA,
FT_643.19095_1.08_HNEG,Potential ID (Low Confidence),,C23 H48 Cl2 N2 O8 P2 S,NA,NA,NA,
FT_649.34098_1.124_HNEG,Potential ID (Low Confidence),,C33 H57 N4 O P3 S,NA,NA,NA,
FT_651.23083_1.088_HNEG,Potential ID (Low Confidence),,C31 H53 Cl2 O2 P3 S,NA,NA,NA,
FT_653.07795_1.023_HNEG,Potential ID (Low Confidence),,C19 H41 Cl2 N2 O8 P S4,NA,NA,NA,
FT_655.15875_1.058_HNEG,Potential ID (Low Confidence),,C46 H25 Cl N2 O,NA,NA,NA,
